popular_similar_charities,rated_similar_charities,charity_url,charity_phoneNumber,charity_Name,homepage_Link,transperancy_Stars,agent_contactEmail,overall_starRating,charity_address
"Islamic Relief USA,International Rescue Committee,Catholic Relief Services,Action Against Hunger | ACF-USA","American Jewish World Service,InterAction,Free the Children USA,Project Concern International",,"
			tel: (715) 514-2294",Hagar,,93.00,,90.01,"
		
			4757 E. Greenway Road,
			Suite 107B-275, Phoenix, AZ 85032"
"Habitat for Humanity of San Antonio,Habitat For Humanity of Spartanburg,Cedar Valley Habitat for Humanity,Atlanta Habitat for Humanity","Twin Cities Habitat for Humanity,Habitat for Humanity of Greater Los Angeles,Habitat for Humanity of Greater Indianapolis,Habitat for Humanity Utah County",, fax: (614) 414-0432,Habitat for Humanity-MidOhio,http://www.habitatmidohio.org/,81.00,,86.12,"
		
			3140 Westerville Road,
			Columbus, OH 43224,
			tel: (614) 422-4828"
"Abraham Joshua Heschel School,Yeshivat Shaare Torah,Glenwood Academy,KIPP DC","Open Meadow Alternative Schools,Punahou School,Greenwich Academy,Greenhill School",, fax: (914) 366-2636,Hackley School,http://www.hackleyschool.org,85.00,,85.38,"
		
			293 Benedict Avenue,
			Tarrytown, NY 10591,
			tel: (914) 366-2671"
"Habitat for Humanity of San Antonio,Habitat For Humanity of Spartanburg,Cedar Valley Habitat for Humanity,Atlanta Habitat for Humanity","Habitat for Humanity of Charlotte,Habitat for Humanity of Eastern Connecticut,Habitat for Humanity Greater Boston,Habitat for Humanity of San Antonio",, fax: (801) 812-1193,Habitat for Humanity Utah County,http://www.habitatuc.org,81.00,,83.00,"
		
			340 South Orem Boulevard,
			Orem, UT 84058,
			tel: (801) 344-8527"
"Habitat for Humanity of San Antonio,Habitat For Humanity of Spartanburg,Cedar Valley Habitat for Humanity,Atlanta Habitat for Humanity","Habitat for Humanity of Greater Indianapolis,Flatirons Habitat for Humanity,Habitat for Humanity of Charlotte,Atlanta Habitat for Humanity",, fax: (520) 326-5149,Habitat for Humanity Tucson,http://www.habitattucson.org,96.00,,97.05,"
		
			3501 N. Mountain Ave.,
			Tucson, AZ 85719,
			tel: (520) 326-1217"
"Habitat for Humanity of San Antonio,Habitat For Humanity of Spartanburg,Cedar Valley Habitat for Humanity,Atlanta Habitat for Humanity","Habitat for Humanity of Forsyth County,Sacramento Habitat for Humanity,Habitat for Humanity-MidOhio,Habitat for Humanity East Bay/Silicon Valley",,"
			tel: (206) 292-5240",Habitat for Humanity Seattle/South King County,http://www.seattle-habitat.org/,93.00,,82.64,"
		
			560 Naches Ave SW,
			Suite 110, Renton, WA 98057"
"Habitat for Humanity of San Antonio,Habitat For Humanity of Spartanburg,Cedar Valley Habitat for Humanity,Atlanta Habitat for Humanity","Indian River Habitat for Humanity,Heartland Habitat for Humanity,Habitat for Humanity Anchorage,Dayton Ohio Habitat for Humanity",,"
			tel: (818) 884-8808",Habitat for Humanity San Fernando/Santa Clarita Valleys,,96.00,,96.64,"
		
			21031 Ventura Boulevard,
			Suite 610, Woodland Hills, CA 91364"
"Habitat for Humanity of San Antonio,Habitat For Humanity of Spartanburg,Cedar Valley Habitat for Humanity,Atlanta Habitat for Humanity","Houston Habitat for Humanity,Hartford Area Habitat for Humanity,Greater Fox Cities Area Habitat for Humanity,Habitat for Humanity of Greater Los Angeles",, fax: (914) 636-8592,Habitat for Humanity of Westchester,http://www.habitatwc.org/,96.00,,95.45,"
		
			524 Main Street,
			New Rochelle, NY 10801,
			tel: (914) 636-8335"
"Habitat for Humanity of San Antonio,Habitat For Humanity of Spartanburg,Cedar Valley Habitat for Humanity,Atlanta Habitat for Humanity","Habitat for Humanity of Metro Denver,Habitat for Humanity Kent County,Habitat for Humanity of Omaha,Habitat for Humanity San Fernando/Santa Clarita Valleys",, fax: (202) 882-9343,"Habitat for Humanity of Washington, D.C.",http://www.dchabitat.org,100.00,,99.19,"
		
			2115 Ward Ct. NW, Suite 100,
			Washington, DC 20037,
			tel: (202) 882-4600"
"Habitat for Humanity of San Antonio,Habitat For Humanity of Spartanburg,Cedar Valley Habitat for Humanity,Atlanta Habitat for Humanity","Pensacola Habitat for Humanity,Habitat for Humanity of Greater Chattanooga,Habitat for Humanity San Fernando/Santa Clarita Valleys,Habitat for Humanity of Orange County, North Carolina",, fax: (314) 371-0404,Habitat for Humanity Saint Louis,http://www.habitatstl.org,100.00,,77.49,"
		
			3763 Forest Park Avenue,
			St. Louis, MO 63108,
			tel: (314) 371-0400"
"Habitat for Humanity of San Antonio,Habitat For Humanity of Spartanburg,Cedar Valley Habitat for Humanity,Atlanta Habitat for Humanity","Habitat for Humanity New York City,Habitat for Humanity of Greater Greensboro,Greater Des Moines Habitat for Humanity,Habitat for Humanity of Lee and Hendry Counties, Florida",," 
            ",Habitat for Humanity of Wake County,http://www.habitatwake.org,89.00,,92.19,"
		
			2420 North Raleigh Boulevard,
			Raleigh, NC 27604,
			tel: (919) 833-1999"
"Habitat for Humanity of San Antonio,Habitat For Humanity of Spartanburg,Cedar Valley Habitat for Humanity,Atlanta Habitat for Humanity","Habitat for Humanity of Forsyth County,San Gabriel Valley Habitat for Humanity,Indian River Habitat for Humanity,Habitat for Humanity of Omaha",, fax: (407) 648-4450,Habitat for Humanity Orlando,http://www.habitat-orlando.org/,96.00,,86.98,"
		
			1925 Traylor Boulevard,
			Orlando, FL 32804,
			tel: (407) 648-4567"
"Habitat for Humanity of San Antonio,Habitat For Humanity of Spartanburg,Cedar Valley Habitat for Humanity,Atlanta Habitat for Humanity","Houston Habitat for Humanity,Habitat for Humanity East Bay/Silicon Valley,Habitat for Humanity of Greater Birmingham,San Gabriel Valley Habitat for Humanity",, fax: (805) 485-5795,Habitat for Humanity of Ventura County,http://www.habitatventura.org,89.00,,91.67,"
		
			121 S. Rice Ave.,
			Oxnard, CA 93030,
			tel: (805) 485-6065"
"Habitat for Humanity of San Antonio,Habitat For Humanity of Spartanburg,Cedar Valley Habitat for Humanity,Atlanta Habitat for Humanity","Habitat for Humanity of Monroe County, IN,Habitat for Humanity New York City,Hartford Area Habitat for Humanity,Habitat for Humanity of Brevard County",, fax: (610) 776-7569,Habitat for Humanity of the Lehigh Valley,http://habitatlv.org/,100.00,,80.80,"
		
			245 North Graham Street,
			Allentown, PA 18109,
			tel: (610) 776-7737"
"Habitat for Humanity of San Antonio,Habitat For Humanity of Spartanburg,Cedar Valley Habitat for Humanity,Atlanta Habitat for Humanity","Habitat for Humanity Utah County,Morris Habitat for Humanity,Twin Cities Habitat for Humanity,Habitat for Humanity of Lee and Hendry Counties, Florida",,"
			tel: (410) 366-1250",Habitat for Humanity of the Chesapeake,http://www.habitatchesapeake.org,93.00,,93.14,"
		
			3741 Commerce Drive,
			Suite 309, Baltimore, MD 21227"
"Habitat for Humanity of San Antonio,Habitat For Humanity of Spartanburg,Cedar Valley Habitat for Humanity,Atlanta Habitat for Humanity","Habitat for Humanity East Bay/Silicon Valley,Habitat for Humanity of Metro Denver,Heartland Habitat for Humanity,Habitat for Humanity Orlando",, fax: (330) 745-9249,Habitat for Humanity of Summit County,http://www.hfhsummitcounty.org/,96.00,,90.61,"
		
			2301 Romig Road,
			Akron, OH 44320,
			tel: (330) 745-7734"
"Habitat for Humanity of San Antonio,Habitat For Humanity of Spartanburg,Cedar Valley Habitat for Humanity,Atlanta Habitat for Humanity","Houston Habitat for Humanity,Habitat for Humanity Greater San Francisco,Habitat for Humanity-MidOhio,Habitat for Humanity Tucson",, fax: (631) 924-6474,Habitat for Humanity of Suffolk,http://www.habitatsuffolk.org,93.00,,89.08,"
		
			643 Middle Country Road,
			Middle Island, NY 11953,
			tel: (631) 422-4828"
"Habitat For Humanity of Spartanburg,Cedar Valley Habitat for Humanity,Atlanta Habitat for Humanity,Habitat for Humanity of Greater Los Angeles","Habitat for Humanity of Omaha,Habitat for Humanity of Collier County,Sacramento Habitat for Humanity,Houston Habitat for Humanity",, fax: (210) 223-5536,Habitat for Humanity of San Antonio,http://www.habitatsa.org/,100.00,,95.08,"
		
			311 Probandt Street,
			San Antonio, TX 78204,
			tel: (210) 223-5203"
"Habitat for Humanity of San Antonio,Habitat For Humanity of Spartanburg,Cedar Valley Habitat for Humanity,Atlanta Habitat for Humanity","Habitat for Humanity Orlando,Habitat for Humanity of San Antonio,Habitat for Humanity of Washington, D.C.,Austin Habitat for Humanity",,"
			tel: (561) 253-2080",Habitat for Humanity of Palm Beach County,http://www.habitatpbc.org,89.00,,91.74,"
		
			6758 North Military Trail,
			Suite 301, Riviera Beach, FL 33407"
"Habitat for Humanity of San Antonio,Habitat For Humanity of Spartanburg,Cedar Valley Habitat for Humanity,Atlanta Habitat for Humanity","Habitat for Humanity of Monroe County, IN,Hartford Area Habitat for Humanity,Twin Cities Habitat for Humanity,Habitat for Humanity of Charlotte",, fax: (714) 434-1222,"Habitat for Humanity of Orange County, California",http://www.habitatoc.org,100.00,,76.53,"
		
			2200 Ritchey Street,
			Santa Ana, CA 92705,
			tel: (714) 434-6200"
"Habitat for Humanity of San Antonio,Cedar Valley Habitat for Humanity,Atlanta Habitat for Humanity,Habitat for Humanity of Greater Los Angeles","Dayton Ohio Habitat for Humanity,Habitat for Humanity Seattle/South King County,Habitat for Humanity of Metro Denver,Habitat for Humanity Greater Boston",," 
            ",Habitat For Humanity of Spartanburg,http://www.habitatspartanburg.org,100.00,,97.28,"
		
			2270 South Pine Street,
			Spartanburg, SC 29302,
			tel: (864) 591-2221"
"Habitat for Humanity of San Antonio,Habitat For Humanity of Spartanburg,Cedar Valley Habitat for Humanity,Atlanta Habitat for Humanity","Habitat for Humanity of Washington, D.C.,Trinity Habitat for Humanity,Habitat for Humanity of Brevard County,Dayton Ohio Habitat for Humanity",,"
			tel: (919) 932-7077","Habitat for Humanity of Orange County, North Carolina",http://www.orangehabitat.org,96.00,,86.30,"
		
			88 Vilcom Center Drive,
			Suite L110, Chapel Hill, NC 27514"
"Habitat for Humanity of San Antonio,Habitat For Humanity of Spartanburg,Cedar Valley Habitat for Humanity,Atlanta Habitat for Humanity","Habitat for Humanity of Charlotte,Greater Fox Cities Area Habitat for Humanity,Habitat for Humanity Metro Maryland,Habitat for Humanity New York City",, fax: (727) 209-2191,Habitat for Humanity of Pinellas County,http://www.habitatpinellas.org,100.00,,93.81,"
		
			13355 49th Street North,
			Clearwater, FL 33762,
			tel: (727) 536-4755"
"Habitat for Humanity of San Antonio,Habitat For Humanity of Spartanburg,Cedar Valley Habitat for Humanity,Atlanta Habitat for Humanity","Habitat for Humanity of Orange County, North Carolina,Habitat for Humanity-MidOhio,Habitat for Humanity Central Arizona,Habitat for Humanity of Charlotte",, fax: (402) 457-4012,Habitat for Humanity of Omaha,http://www.habitatomaha.org,97.00,,97.77,"
		
			2204 Ames Avenue,
			Omaha, NE 68110,
			tel: (402) 457-5657"
"Habitat for Humanity of San Antonio,Habitat For Humanity of Spartanburg,Cedar Valley Habitat for Humanity,Atlanta Habitat for Humanity","Habitat for Humanity Greater Boston,Greater Des Moines Habitat for Humanity,Habitat for Humanity of Greater New Haven,Greater Fox Cities Area Habitat for Humanity",, fax: (703) 521-9893,Habitat for Humanity of Northern Virginia,http://www.habitatnova.org/,93.00,,82.66,"
		
			716 South Glebe Rd,
			Arlington, VA 22204,
			tel: (703) 521-9890"
"Habitat for Humanity of San Antonio,Habitat For Humanity of Spartanburg,Cedar Valley Habitat for Humanity,Atlanta Habitat for Humanity","Habitat for Humanity San Fernando/Santa Clarita Valleys,Habitat for Humanity of Broward County,Habitat for Humanity of Collier County,Habitat for Humanity of Pinellas County",, fax: (302) 652-1006,Habitat for Humanity of New Castle County,http://www.habitatncc.org,96.00,,92.29,"
		
			1920 Hutton Street,
			Wilmington, DE 19802,
			tel: (302) 652-0365"
"Habitat for Humanity of San Antonio,Habitat For Humanity of Spartanburg,Cedar Valley Habitat for Humanity,Atlanta Habitat for Humanity","Habitat for Humanity of Greater Birmingham,Habitat for Humanity of Pinellas County,Habitat for Humanity of Monroe County, IN,Habitat for Humanity of San Antonio",, fax: (610) 278-1634,"Habitat for Humanity of Montgomery County, PA",http://habitatmontco.org,92.00,,82.66,"
		
			848 Cherry Street,
			Norristown, PA 19401,
			tel: (610) 278-7710"
"Habitat for Humanity of San Antonio,Habitat For Humanity of Spartanburg,Cedar Valley Habitat for Humanity,Atlanta Habitat for Humanity","Greater Des Moines Habitat for Humanity,Habitat for Humanity Mississippi Capital Area,San Diego Habitat for Humanity,Habitat for Humanity of Brevard County",, fax: (812) 336-6022,"Habitat for Humanity of Monroe County, IN",http://www.monroecountyhabitat.org,97.00,,97.85,"
		
			213 E. Kirkwood Avenue,
			Bloomington, IN 47408,
			tel: (812) 331-4069"
"Habitat for Humanity of San Antonio,Habitat For Humanity of Spartanburg,Cedar Valley Habitat for Humanity,Atlanta Habitat for Humanity","Hartford Area Habitat for Humanity,San Diego Habitat for Humanity,Habitat for Humanity of Pinellas County,Habitat for Humanity New York City",, fax: (239) 652-0386,"Habitat for Humanity of Lee and Hendry Counties, Florida",http://www.habitat4humanity.org/,100.00,,92.44,"
		
			1288 North Tamiami Trail,
			North Fort Myers, FL 33903,
			tel: (239) 652-0434"
"Habitat for Humanity of San Antonio,Habitat For Humanity of Spartanburg,Cedar Valley Habitat for Humanity,Atlanta Habitat for Humanity","Habitat for Humanity of Lee and Hendry Counties, Florida,Tulsa Habitat for Humanity,Habitat for Humanity of Suffolk,Habitat for Humanity Orlando",, fax: (813) 237-1967,Habitat for Humanity of Hillsborough County,http://www.habitathillsborough.com,88.00,,91.16,"
		
			3736 East Hillsborough Avenue,
			Tampa, FL 33610,
			tel: (813) 239-2242"
"Habitat for Humanity of San Antonio,Habitat For Humanity of Spartanburg,Cedar Valley Habitat for Humanity,Atlanta Habitat for Humanity","Dayton Ohio Habitat for Humanity,Atlanta Habitat for Humanity,Habitat for Humanity Greater Boston,Habitat for Humanity of Wake County",, fax: (904) 798-2728,Habitat for Humanity of Jacksonville,http://www.habijax.org,85.00,,79.87,"
		
			2404 Hubbard Street,
			Jacksonville, FL 32206,
			tel: (877) 237-1295"
"Habitat for Humanity of San Antonio,Habitat For Humanity of Spartanburg,Cedar Valley Habitat for Humanity,Atlanta Habitat for Humanity","Heartland Habitat for Humanity,Habitat for Humanity of Wake County,Asheville Area Habitat for Humanity, Inc.,Morris Habitat for Humanity",, fax: (303) 534-2727,Habitat for Humanity of Metro Denver,http://www.habitatmetrodenver.org/,93.00,,94.43,"
		
			3245 Eliot Street,
			Denver, CO 80211,
			tel: (303) 534-2929"
"Habitat for Humanity of San Antonio,Habitat For Humanity of Spartanburg,Cedar Valley Habitat for Humanity,Atlanta Habitat for Humanity","Greater Fox Cities Area Habitat for Humanity,Habitat for Humanity Lake County, IL,Trinity Habitat for Humanity,Habitat for Humanity of the Chesapeake",, fax: (317) 921-2126,Habitat for Humanity of Greater Indianapolis,http://www.indyhabitat.org,94.00,,83.38,"
		
			1011 East 22nd Street,
			Indianapolis, IN 46202,
			tel: (317) 921-2121"
